Date,Streamflow,Rain,Tmax,Tmin,Tavg
4/12/1988,0,0,39.28251865,26.04896979,32.66574422
4/13/1988,0,0,39.62245643,26.24283759,32.93264701
4/14/1988,0,0.2179861834,40.53884169,26.48115877,33.51000023
4/15/1988,0,0,40.92174277,25.7739956,33.34786918
4/16/1988,0,0,40.93890524,25.88412252,33.41151388
4/17/1988,0,0,40.02877752,23.71109438,31.86993595
4/18/1988,0,0.850809841,39.0777454,23.75464445,31.41619492
4/19/1988,0,0,38.17142465,24.57399501,31.37270983
4/20/1988,0,0,38.69793839,25.38580284,32.04187061
4/21/1988,0,0.09053541097,38.57232585,24.14541928,31.35887257
4/22/1988,0,1.056693512,37.56858819,20.59522806,29.08190813
4/23/1988,0,0,36.70058579,23.84025433,30.27042006
4/24/1988,0,0.7059634309,37.80871427,21.06226342,29.43548885
4/25/1988,0,0.006522276605,35.24600313,20.38361242,27.81480777
4/26/1988,0,3.318086028,34.38026451,21.53405993,27.95716222
4/27/1988,0,2.855904181,36.10058385,22.49418689,29.29738537
4/28/1988,0,0,37.80329438,24.21838466,31.01083952
4/29/1988,0,0,39.19264637,25.29038297,32.24151467
4/30/1988,0,0,39.4974181,25.65509005,32.57625408
5/1/1988,0,0,39.36709891,27.11102063,33.23905977
5/2/1988,0,0,38.96645033,25.08063789,32.02354411
5/3/1988,0,0,38.50251987,24.25038205,31.37645096
5/4/1988,0,0.06431421255,39.48806683,25.15483604,32.32145144
5/5/1988,0,0.2394165208,39.21425974,26.06496203,32.63961089
5/6/1988,0,0,40.80464386,25.96683395,33.3857389
5/7/1988,0,0,41.97258312,26.07341154,34.02299733
5/8/1988,0,0,43.27000046,27.22082926,35.24541486
5/9/1988,0,0,44.39096838,28.06651448,36.22874143
5/10/1988,0,0,44.70993706,27.03580246,35.87286976
5/11/1988,0,0,43.51180495,26.55154052,35.03167274
5/12/1988,0,0,43.91193435,27.31605732,35.61399584
5/13/1988,0,0,43.74019158,26.78450592,35.26234875
5/14/1988,0,0,43.53193328,27.15631322,35.34412325
5/15/1988,0,0,43.30367834,28.25269878,35.77818856
5/16/1988,0,0,42.4608402,28.23418683,35.34751352
5/17/1988,0,0,42.13445163,28.57244429,35.35344796
5/18/1988,0,0,42.90948032,28.13631293,35.52289663
5/19/1988,0,0,42.68483482,27.10185978,34.8933473
5/20/1988,0,0,41.24406093,27.34721533,34.29563813
5/21/1988,0,0.2465599666,41.93844808,26.52341057,34.23092933
5/22/1988,0,0,38.93651358,27.62876656,33.28264007
5/23/1988,0,0,39.74580171,27.47257195,33.60918683
5/24/1988,0,0,40.03122385,27.00225262,33.51673823
5/25/1988,0,0,40.54012879,27.96683395,34.25348137
5/26/1988,0,0,42.55825677,28.67160529,35.61493103
5/27/1988,0,0,43.41954448,29.88715214,36.65334831
5/28/1988,0,0,43.78676814,29.16624951,36.47650883
5/29/1988,0,0,43.9185755,28.19347458,36.05602504
5/30/1988,0,0,42.69664325,27.44425159,35.07044742
5/31/1988,0,0,41.43296617,27.26315616,34.34806116
6/1/1988,0,0,40.90386706,27.88173242,34.39279974
6/2/1988,0,0,41.37290242,27.59076426,34.48183334
6/3/1988,0,2.323242812,40.15760819,28.04347496,34.10054158
6/4/1988,0,2.671564374,41.26664328,23.8006372,32.53364024
6/5/1988,0,0.01009399951,37.39922244,25.23637551,31.31779898
6/6/1988,0,6.814235413,38.22754551,23.53825649,30.882901
6/7/1988,0,2.356553459,36.97728977,24.79212549,30.88470763
6/8/1988,0,0,38.77748272,26.43225292,32.60486782
6/9/1988,0.34,42.55191856,38.24373934,23.56290139,30.90332037
6/10/1988,0.04,0.1425939248,35.49180796,25.08141333,30.28661065
6/11/1988,0,0,37.2134221,24.42561177,30.81951694
6/12/1988,0,0.003207881441,37.65896849,24.85683351,31.257901
6/13/1988,0,6.814039689,35.4993526,24.06212595,29.78073927
6/14/1988,0.06,2.579647637,35.64838514,23.95199747,29.8001913
6/15/1988,0.03,0,35.19619379,24.24670486,29.72144932
6/16/1988,0,0.1358787215,35.73386855,24.52496302,30.12941578
6/17/1988,0,1.367451185,33.00399687,23.34909707,28.17654697
6/18/1988,0,7.483052224,31.74083915,22.22438958,26.98261437
6/19/1988,0,4.168455681,30.65413397,22.98193404,26.81803401
6/20/1988,0.29,8.408094165,33.35342149,23.20741718,28.28041934
6/21/1988,0.06,0.09285459708,33.54999924,23.361094,28.45554662
6/22/1988,0.16,13.66713978,32.20961894,22.46561078,27.33761486
6/23/1988,46.21,8.675909606,29.69503647,22.28000069,25.98751858
6/24/1988,3.98,1.754404057,31.39800292,23.21477157,27.30638725
6/25/1988,1.46,4.899332977,31.74974426,22.99025569,27.36999997
6/26/1988,1.77,0.1397825936,33.73180617,23.69760893,28.71470755
6/27/1988,1.06,0.7423186438,33.62554669,23.94928752,28.78741711
6/28/1988,0.49,3.247014044,33.17993446,23.17838392,28.17915919
6/29/1988,0.3,5.012501907,33.36193511,23.30393235,28.33293373
6/30/1988,0.29,2.130196007,33.12638781,24.11134991,28.61886886
7/1/1988,0.2,0,34.91470649,24.92883164,29.92176907
7/2/1988,0.2,6.105459324,34.51090181,23.96477157,29.23783669
7/3/1988,10.47,13.82046899,33.35148699,23.03380402,28.1926455
7/4/1988,4.87,0.9923799247,31.31039269,23.2310309,27.27071179
7/5/1988,2.13,2.551300087,33.30367834,23.17470846,28.2391934
7/6/1988,1.38,3.373518769,31.06529305,22.48832118,26.77680712
7/7/1988,1.98,0.08225647739,31.80877804,23.36296456,27.5858713
7/8/1988,1.54,0.06544473921,33.01529381,23.32645077,28.17087229
7/9/1988,0.99,9.574530569,31.48768322,22.76567413,27.12667867
7/10/1988,1.42,1.091412613,30.09619531,22.57554746,26.33587139
7/11/1988,0.91,3.109942992,30.76741856,23.46206163,27.11474009
7/12/1988,1.42,3.553377208,31.48548337,23.66832149,27.57690243
7/13/1988,54.72,7.873751756,32.28909743,23.03103014,27.66006378
7/14/1988,8.53,0.9052927921,29.22632252,22.46825679,25.84728965
7/15/1988,2.46,2.153542977,29.72561101,22.50470838,26.1151597
7/16/1988,1.46,9.778801387,30.94844831,22.60000038,26.77422435
7/17/1988,2.08,22.62046739,29.42071141,22.28096794,25.85083967
7/18/1988,6.45,15.59312521,29.29606803,22.73548337,26.0157757
7/19/1988,15.23,11.70324393,25.70426125,22.12928783,23.91677454
7/20/1988,7.22,0.321322964,31.00374113,22.9483842,26.97606267
7/21/1988,4.15,4.88131327,31.99735243,22.93657752,27.46696497
7/22/1988,9.01,28.61800113,26.93781012,21.86012675,24.39896843
7/23/1988,20.06,4.651095675,28.26000023,22.13741749,25.19870886
7/24/1988,39.9,24.08002213,30.94451694,22.58374106,26.764129
7/25/1988,33.48,22.8627643,30.40174231,22.15090293,26.27632262
7/26/1988,97.62,23.93957348,28.76161488,21.66651486,25.21406487
7/27/1988,38.38,1.326900997,26.59315608,22.09109527,24.34212568
7/28/1988,15.3,1.676021413,27.5966413,21.71283707,24.65473919
7/29/1988,11.45,8.206701755,26.94787428,22.0909674,24.51942084
7/30/1988,803.79,87.74284312,25.92555727,21.79251888,23.85903808
7/31/1988,179.64,25.55606886,25.00052126,21.87367613,23.4370987
8/1/1988,58.84,1.138807043,28.66800164,22.16483437,25.416418
8/2/1988,51.12,7.724556753,28.3560675,22.30735363,25.33171056
8/3/1988,26.63,3.72633862,27.75651501,22.70825656,25.23238579
8/4/1988,24.93,1.325345669,29.08697209,23.13561086,26.11129147
8/5/1988,26.76,6.035984631,30.10000038,22.95019083,26.52509561
8/6/1988,112.5,9.732726115,31.78722703,22.78115801,27.28419252
8/7/1988,29.19,0.5255887815,31.17426074,23.14218981,27.15822527
8/8/1988,18.51,0.8709968907,30.87071217,23.04489937,26.95780577
8/9/1988,18,6.746915844,31.90529147,22.31283728,27.10906437
8/10/1988,16.7,8.771614934,30.83426232,22.77374159,26.80400195
8/11/1988,117.4,17.7104719,29.39419785,22.54290093,25.96854939
8/12/1988,30.23,2.085283052,29.96903206,22.66025576,26.31464391
8/13/1988,19.92,0.8229137916,32.10896925,23.37399598,27.74148262
8/14/1988,17.18,0.02422559882,32.35083959,24.11134991,28.23109475
8/15/1988,14.36,2.292210559,32.63638613,22.80909615,27.72274114
8/16/1988,18.55,14.78728722,31.65432595,22.24187034,26.94809814
8/17/1988,95.12,16.80537338,31.18058377,22.36077588,26.77067983
8/18/1988,109.5,43.94451231,29.18755594,21.76180686,25.4746814
8/19/1988,361.66,34.2142952,26.49039299,21.27825799,23.88432549
8/20/1988,753.29,37.86351083,25.74703431,22.1274812,23.93725775
8/21/1988,405.7,31.8857198,28.78516449,22.18380364,25.48448406
8/22/1988,214.3,6.055759027,28.42432467,22.25741833,25.3408715
8/23/1988,1020,41.30671266,29.77174298,22.2638675,26.01780524
8/24/1988,125.75,1.015578898,28.84348537,22.28115801,25.56232169
8/25/1988,160.84,7.60564356,30.94458087,22.52851217,26.73654652
8/26/1988,73.07,0.928190485,31.32277358,22.77935155,27.05106256
8/27/1988,80.36,6.974762806,31.1074168,22.85393159,26.98067419
8/28/1988,60.38,10.89306774,28.94031865,22.35748091,25.64889978
8/29/1988,51.52,3.286792005,27.90677998,22.55567487,25.23122742
8/30/1988,545,36.41637705,27.52949059,21.84019213,24.68484136
8/31/1988,171.9,8.632491872,29.06613243,21.86573844,25.46593544
9/1/1988,362.1,20.27089819,29.23974559,22.50844778,25.87409668
9/2/1988,1867,60.62536095,28.99174247,21.88567497,25.43870872
9/3/1988,992.84,50.12507283,28.30064837,22.21470747,25.25767792
9/4/1988,89.61,2.206719178,29.0606486,22.4191607,25.73990465
9/5/1988,99.32,0.1391794988,30.4481302,22.80031909,26.62422464
9/6/1988,51.08,3.371977824,31.47438958,23.72935214,27.60187086
9/7/1988,171.1,23.62153395,29.89180602,22.22006342,26.05593472
9/8/1988,210.8,2.263987861,28.9033587,22.05838482,25.48087176
9/9/1988,992.84,30.52678549,29.77354961,22.26748076,26.02051518
9/10/1988,645.8,13.62012066,29.29606803,22.34754462,25.82180632
9/11/1988,124.47,8.449054257,30.93554807,22.0531569,26.49435249
9/12/1988,66.26,0.002647145372,31.10083959,22.67870377,26.88977168
9/13/1988,48.63,0.02857378322,31.63084028,23.24212625,27.43648326
9/14/1988,59.65,14.0852905,32.77800225,22.90954269,27.84377247
9/15/1988,196.18,10.94644975,32.58987228,22.20212534,27.39599881
9/16/1988,303.7,7.76828975,31.38722551,22.13283698,26.76003124
9/17/1988,79.38,3.264011373,30.6218073,22.0220611,26.3219342
9/18/1988,49.28,3.633370811,29.95915988,22.81128657,26.38522322
9/19/1988,43.08,13.06001792,30.73625864,22.58741825,26.66183845
9/20/1988,1035,40.24866596,27.09213607,21.79096643,24.44155125
9/21/1988,77.06,1.541986297,28.9165788,22.27561042,25.59609461
9/22/1988,75.79,7.40389662,29.86090393,22.71193376,26.28641884
9/23/1988,49.1,0.2387596928,30.49645085,22.99103096,26.7437409
9/24/1988,38.62,1.112403381,30.3163225,21.55380448,25.93506349
9/25/1988,32.16,0,31.44296449,23.03399583,27.23848016
9/26/1988,30.87,4.259670654,31.94819413,22.71399613,27.33109513
9/27/1988,29.19,2.339156433,30.56445193,22.82567533,26.69506363
9/28/1988,49.86,26.4841522,30.96180571,21.76103142,26.36141856
9/29/1988,63.2,19.26750372,28.26819383,20.96380432,24.61599908
9/30/1988,1127,70.67409254,28.66541957,20.86451701,24.76496829
10/1/1988,125.8,0.7559967755,27.49890488,21.81193397,24.65541942
10/2/1988,88.49,9.315558982,29.28432511,22.2973534,25.79083926
10/3/1988,62.95,0.01407028588,28.84477074,22.56832111,25.70654592
10/4/1988,76.42,1.568125837,31.04489937,22.58031804,26.8126087
10/5/1988,46.44,0.9357905034,31.17077535,22.47657826,26.8236768
10/6/1988,37.66,0,32.42458041,22.22605717,27.32531879
10/7/1988,32.75,0,31.39999962,20.65928851,26.02964407
10/8/1988,35.54,0,30.54000092,19.9488943,25.24444761
10/9/1988,27.11,0,30.00096725,18.93515467,24.46806096
10/10/1988,25.46,0,30.73806527,19.07670495,24.90738511
10/11/1988,22.66,0,31.25174269,20.13393227,25.69283748
10/12/1988,20.66,0,31.36993673,19.65025553,25.51009613
10/13/1988,18.77,0,31.63355022,16.78283677,24.20819349
10/14/1988,15.02,0,32.02709876,18.6510308,25.33906478
10/15/1988,15.28,0,32.92716232,19.22031916,26.07374074
10/16/1988,15.26,0,33.16180648,19.26651524,26.21416086
10/17/1988,11.44,0,33.14090288,19.08115915,26.11103102
10/18/1988,10.44,0,32.83722801,19.41483437,26.12603119
10/19/1988,10.99,0,32.72077649,18.46302888,25.59190269
10/20/1988,11.64,0,32.7852908,18.68838415,25.73683747
10/21/1988,10.24,0,32.9954836,18.7109024,25.853193
10/22/1988,9.75,0,31.77426112,18.55496353,25.16461233
10/23/1988,9.75,0,32.21077436,18.94960737,25.58019086
10/24/1988,9.16,0,32.27258236,17.94676955,25.10967596
10/25/1988,8.94,0,32.05709789,16.83922471,24.4481613
10/26/1988,8.7,0,31.83980817,16.42115757,24.13048287
10/27/1988,7.1,0,32.54993721,16.98670653,24.76832187
10/28/1988,7.8,0,32.36258251,16.77664161,24.56961206
10/29/1988,7.21,0,31.24968188,16.81405871,24.0318703
10/30/1988,6.68,0,30.47258312,19.62431409,25.04844861
10/31/1988,6.95,0,30.77813012,19.1672262,24.97267816
11/1/1988,6.45,0,30.66522776,19.15361288,24.90942032
11/2/1988,6.1,0,31.51354938,19.56290139,25.53822539
11/3/1988,5.9,0,31.33793761,19.77838413,25.55816087
11/4/1988,5.26,0,31.4172262,19.89218981,25.654708
11/5/1988,5.74,0.1073032749,29.68613136,19.1301272,24.40812928
11/6/1988,4.95,0,30.04716316,18.08754439,24.06735377
11/7/1988,5.12,0,29.91638682,16.54496339,23.2306751
11/8/1988,4.77,0,30.2172256,15.90309248,23.06015904
11/9/1988,4.48,0,29.97077649,14.36657774,22.16867711
11/10/1988,3.2,0,29.93161496,14.67206167,22.30183831
11/11/1988,3.22,0,29.9589057,14.11393181,22.03641876
11/12/1988,3.42,0,29.56258327,14.11218921,21.83738624
11/13/1988,3.78,0,29.10522812,14.12399606,21.61461209
11/14/1988,3.21,0,29.28445315,13.90006364,21.5922584
11/15/1988,2.87,0,28.97974536,13.72851198,21.35412867
11/16/1988,2.63,0,28.94451694,14.03664184,21.49057939
11/17/1988,2.64,0,28.94806609,13.78399591,21.366031
11/18/1988,2.43,0,30.27916131,13.70838452,21.99377291
11/19/1988,3.14,0,30.5581289,14.42580193,22.49196542
11/20/1988,2.68,0,30.58167851,14.92296498,22.75232175
11/21/1988,2.3,0,29.88348628,14.6440595,22.26377289
11/22/1988,2.13,0,29.73890465,14.32302862,22.03096664
11/23/1988,1.97,0,29.68800192,15.40935158,22.54867675
11/24/1988,2.04,0,30.34619531,17.02302835,23.68461183
11/25/1988,1.94,0,30.3971618,16.53296464,23.46506322
11/26/1988,1.72,0,30.22703559,15.03993603,22.63348581
11/27/1988,1.76,0,30.02335763,15.40187018,22.71261391
11/28/1988,1.58,0,30.24974408,15.81283737,23.03129073
11/29/1988,1.54,0,29.14174208,13.91819345,21.52996777
11/30/1988,1.58,0,26.70064816,10.6503186,18.67548338
12/1/1988,1.58,0,26.64961757,11.10947935,18.87954846
12/2/1988,1.99,0,28.56735386,13.76689729,21.16712558
12/3/1988,2.12,0,28.73974559,16.30199785,22.52087172
12/4/1988,1.86,0,29.63270911,15.38302896,22.50786903
12/5/1988,2.05,0,29.39335847,14.28393189,21.83864518
12/6/1988,2.05,0,28.72342233,13.25019103,20.98680668
12/7/1988,1.79,0,29.09632319,13.64832103,21.37232211
12/8/1988,1.77,0,28.95793845,14.01380443,21.48587144
12/9/1988,1.69,0,29.39071263,13.50548374,21.44809819
12/10/1988,1.57,0,29.21432542,13.77496293,21.49464417
12/11/1988,1.46,0,29.00077527,13.1739953,21.08738529
12/12/1988,1.64,0,29.42167866,17.51418735,23.46793301
12/13/1988,1.8,1.263189282,26.8402655,18.57580164,22.70803357
12/14/1988,3.77,9.48392562,21.61058407,14.35767272,17.9841284
12/15/1988,4.66,0,25.87787459,14.98786394,20.43286927
12/16/1988,4.4,0,28.19258244,12.88741749,20.53999996
12/17/1988,3.36,0,28.19342181,11.79464441,19.99403311
12/18/1988,3.21,0,27.61419716,12.72380447,20.16900081
12/19/1988,2.47,0,27.57535548,12.75109434,20.16322491
12/20/1988,2.06,0,28.39342241,14.65212523,21.52277382
12/21/1988,2.17,0,29.00529185,14.64670543,21.82599864
12/22/1988,2.1,0,29.18806603,13.20941571,21.19874087
12/23/1988,1.83,0,29.60703475,14.4214134,22.01422408
12/24/1988,1.7,0,29.86613166,15.06399565,22.46506365
12/25/1988,1.56,0,30.41251781,15.48218909,22.94735345
12/26/1988,1.74,0,30.24354892,15.47618504,22.85986698
12/27/1988,1.53,0,28.93645121,14.52405962,21.73025541
12/28/1988,1.23,0,27.71348621,14.8684483,21.29096726
12/29/1988,1.1,0,28.12258274,14.97935214,21.55096744
12/30/1988,1.25,0,28.11174313,13.74135003,20.92654658
12/31/1988,0.94,0,28.75445247,13.27864013,21.0165463
1/1/1989,0.94,0,28.55722559,13.37160424,20.96441491
1/2/1989,0.95,0,28.87174336,14.69334749,21.78254543
1/3/1989,0.93,0,28.51987241,14.42031906,21.47009574
1/4/1989,1.01,0,29.35825792,13.91050986,21.63438389
1/5/1989,1.05,0,29.30277312,14.1423169,21.72254501
1/6/1989,0.93,0,29.90632265,14.59780053,22.25206159
1/7/1989,0.79,0,30.05084035,15.55760859,22.80422447
1/8/1989,0.87,0,29.2525819,16.23870324,22.74564257
1/9/1989,0.83,0,29.45741718,14.87605766,22.16673742
1/10/1989,0.74,0,28.23096679,14.50580272,21.36838476
1/11/1989,0.78,0,28.82916054,14.06857607,21.44886831
1/12/1989,0.07,0,29.23999977,14.40851229,21.82425603
1/13/1989,0.03,0,29.39348634,14.70470732,22.04909683
1/14/1989,0.01,0,29.43529215,15.0212218,22.22825698
1/15/1989,0.47,0,29.37516464,14.50296491,21.93906477
1/16/1989,0.69,0,30.89632242,14.74231641,22.81931942
1/17/1989,0.46,0,30.72354864,14.62696089,22.67525476
1/18/1989,0.51,0,30.37535662,14.01405948,22.19470805
1/19/1989,0.39,0,31.5600634,15.3642508,23.4621571
1/20/1989,0.07,0,31.11825641,15.06347534,23.09086587
1/21/1989,0.43,0,30.49748203,15.01070126,22.75409165
1/22/1989,0.28,0,30.88470754,15.86805508,23.37638131
1/23/1989,0.16,0,30.98083892,16.34160537,23.66122215
1/24/1989,0.1,0,30.69709884,16.40870331,23.55290108
1/25/1989,0.05,0,31.29613197,16.17218876,23.73416036
1/26/1989,0.42,0,31.23781109,17.53244338,24.38512723
1/27/1989,0.4,0,30.99426217,17.52502696,24.25964456
1/28/1989,0.59,0,30.79522865,16.78328449,23.78925657
1/29/1989,0.37,0,31.2961959,15.85567515,23.57593553
1/30/1989,0.25,0,31.52806601,15.32786401,23.42796501
1/31/1989,0.28,0,32.19993492,15.41405909,23.80699701
2/1/1989,0.33,0,32.43342332,14.41748124,23.42545228
2/2/1989,0.3,0,33.13090421,14.68477176,23.90783798
2/3/1989,0.36,0,33.61838602,15.0567693,24.33757766
2/4/1989,0.3,0,33.67283616,14.54218951,24.10751283
2/5/1989,0.37,0,34.24554563,14.19651459,24.22103011
2/6/1989,0.42,0,34.17109537,14.60128575,24.38619056
2/7/1989,0.37,0,33.71754372,15.9914131,24.85447841
2/8/1989,0.32,0,33.40651446,16.02979754,24.718156
2/9/1989,0.2,0,33.48012741,16.10702358,24.7935755
2/10/1989,0.17,0,34.01664328,15.76528169,24.89096249
2/11/1989,0.16,0,34.35844972,16.30160454,25.33002713
2/12/1989,0.16,0,33.58489838,15.35353837,24.46921837
2/13/1989,0.21,0,33.22019112,15.9407007,24.58044591
2/14/1989,0.17,0,33.45638582,16.54973397,25.0030599
2/15/1989,0.09,0,33.65193256,16.46515363,25.05854309
2/16/1989,0.09,0,32.8636759,16.4750259,24.6693509
2/17/1989,0.08,0,33.13380423,16.72366708,24.92873565
2/18/1989,0.02,0,34.00464427,16.95805515,25.48134971
2/19/1989,0,0,33.87309266,14.59715218,24.23512242
2/20/1989,0,0,29.09458066,11.52676956,20.31067511
2/21/1989,0,0,30.49503744,13.35586617,21.92545181
2/22/1989,0,0,33.54941421,15.18889494,24.36915457
2/23/1989,0,0,32.32483439,14.95967075,23.64225257
2/24/1989,0,0,31.91632288,15.11876729,23.51754508
2/25/1989,0,0,32.12793835,15.53921344,23.83357589
2/26/1989,0,0,33.14239105,16.77353844,24.95796474
2/27/1989,0,0,35.08342103,17.64063736,26.36202919
2/28/1989,0,0,35.80909789,17.99134907,26.90022348
3/1/1989,0,0,36.25928889,18.80599299,27.53264094
3/2/1989,0.18,0.1138382562,36.37760907,18.46992594,27.42376751
3/3/1989,0.23,0,35.89289941,18.45528127,27.17409034
3/4/1989,0.28,0,36.06367666,19.0631554,27.56341603
3/5/1989,0.28,0,36.44722515,19.26760863,27.85741689
3/6/1989,0.32,0,36.10161486,20.10870408,28.10515947
3/7/1989,0.32,0,35.57432585,19.84657737,27.71045161
3/8/1989,0.32,0,35.51613145,18.17832155,26.8472265
3/9/1989,0.2,4.434705135,34.91684241,20.40954269,27.66319255
3/10/1989,0.31,8.799661004,34.07407011,20.26825776,27.17116394
3/11/1989,0.48,16.08668654,31.66949015,15.84670532,23.75809774
3/12/1989,0.37,0,30.32136034,17.1067694,23.71406487
3/13/1989,0.32,0,32.4097441,17.88418645,25.14696528
3/14/1989,0.35,0,33.57703597,19.07721487,26.32712542
3/15/1989,0.26,0,34.14825692,20.45496315,27.30161004
3/16/1989,0.13,0.9173856263,34.29980899,19.94760893,27.12370896
3/17/1989,0.07,0,35.30264698,20.25844778,27.78054738
